index,FID,PROJECT,GEOGRAPHIC REGION,SITE TYPE,ASSESSMENT TYPE,SITE ID,DATE COLLECTED,TIME COLLECTED,LATITUDE,LONGITUDE,NORTHING,EASTING,DEPTH,URL LINK,CORAL REEF,PAVEMENT,RHODOLITH,SAND,HARD CORAL,SOFT CORAL,MACROALGAE,SPONGE,SEAGRASS,ARTIFICIAL,UNKNOWN,NOTES
1018,1018,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_388,8/31/2016,12:08:55,18.27366104,-64.8041071,2069605.09,-7213960.204,-35.02994537,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_388.mp4,Absent,Present,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1019,1019,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_389,8/29/2016,10:53:42,18.23858509,-64.88880502,2065493.499,-7223388.733,-41.98249817,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_389.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1020,1020,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_390,8/21/2016,8:41:09,18.14987354,-65.18731716,2055098.458,-7256618.952,-52.80166626,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_390.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1021,1021,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_391,8/21/2016,8:13:41,18.15168186,-65.21365013,2055310.3,-7259550.325,-39.53837204,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_391.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,lionfish @ 1:33
1022,1022,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_392,8/21/2016,11:44:06,18.12100371,-65.21729254,2051716.688,-7259955.797,-45.33314896,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_392.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1023,1023,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_393,8/26/2016,11:33:28,18.21115356,-65.02322938,2062278.562,-7238352.784,-43.96912766,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_393.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent,Spotted Trunkfish 1:06
1024,1024,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_394,8/22/2016,10:17:41,18.18007884,-65.20238314,2058637.261,-7258296.09,-40.73048401,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_394.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
1025,1025,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_395,9/12/2016,9:53:22,18.24996948,-64.66503911,2066827.883,-7198479.226,-45.95858765,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_395.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
1026,1026,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_396,8/20/2016,12:51:31,18.27795129,-65.096732,2070108.049,-7246535.059,-34.92460251,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_396.mp4,Absent,Absent,Absent,Present,Absent,Present,Absent,Present,Absent,Absent,Absent, 
1027,1027,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_397,8/26/2016,10:50:59,18.21997176,-65.00792763,2063311.988,-7236649.401,-42.22385788,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_397.mp4,Absent,Absent,Absent,Present,Absent,Absent,Present,Present,Absent,Absent,Absent,Grat Barracuda 00:18 and two sharks 1:39
1028,1028,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_398,8/22/2016,10:36:43,18.19049489,-65.20871503,2059857.73,-7259000.952,-36.59953308,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_398.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1029,1029,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_399,9/16/2016,9:38:14,18.20922574,-64.82704068,2062052.644,-7216513.158,-55.0681572,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_399.mp4,Absent,Absent,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1030,1030,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_400,8/27/2016,13:31:21,18.22756367,-65.00754419,2064201.743,-7236606.717,-41.02902222,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_400.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1031,1031,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_402,9/17/2016,7:26:33,18.2515213,-64.75551689,2067009.781,-7208551.166,-45.19524384,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_402.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1032,1032,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_403,9/17/2016,9:20:46,18.2383665,-64.69756533,2065467.879,-7202100.028,-49.89131927,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_403.mp4,Absent,Present,Present,Absent,Present,Present,Present,Present,Absent,Absent,Absent,SeaWhip
1033,1033,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_404,8/25/2016,10:43:04,18.2405358,-65.16413909,2065722.139,-7254038.781,-34.16674805,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_404.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
1034,1034,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_405,8/21/2016,9:32:32,18.13420962,-65.21918616,2053263.54,-7260166.593,-39.29938507,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_405.mp4,Absent,Absent,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1035,1035,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_406,8/23/2016,10:58:38,18.20023724,-65.1406495,2060999.326,-7251423.932,-37.18153381,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_406.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1036,1036,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_407,9/17/2016,11:35:35,18.20512128,-64.76188893,2061571.656,-7209260.498,-54.37238693,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_407.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1037,1037,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_408,8/28/2016,14:26:44,18.25010352,-64.89832327,2066843.594,-7224448.3,-40.40250397,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_408.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1038,1038,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_409,8/29/2016,9:56:03,18.23093343,-64.87324057,2064596.685,-7221656.106,-43.83733749,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_409.mp4,Absent,Absent,Absent,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1039,1039,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_410,9/17/2016,10:05:30,18.22010642,-64.7309104,2063327.769,-7205811.984,-52.55665588,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_410.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1040,1040,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_411,8/25/2016,14:35:18,18.252714,-65.05640716,2067149.586,-7242046.118,-35.808815,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_411.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1041,1041,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_412,8/27/2016,11:04:01,18.27254876,-65.03785583,2069474.697,-7239980.993,-33.09238815,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_412.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1042,1042,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_414,8/25/2016,14:17:25,18.25867646,-65.08410216,2067848.501,-7245129.111,-26.05844879,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_414.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
1043,1043,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_415,8/28/2016,13:15:32,18.22935613,-64.90686362,2064411.822,-7225399.007,-43.79113007,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_415.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1044,1044,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_416,8/21/2016,7:55:56,18.16201413,-65.2048225,2056520.756,-7258567.638,-35.20439529,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_416.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,Coral Bleaching
1045,1045,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_417,8/28/2016,13:04:30,18.22464204,-64.90178692,2063859.33,-7224833.872,-41.72793198,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_417.mp4,Absent,Absent,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1046,1046,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_418,8/27/2016,12:13:13,18.27597131,-64.99611349,2069875.929,-7235334.257,-32.52474976,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_418.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1047,1047,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_419,9/12/2016,11:57:17,18.22485397,-64.70891016,2063884.168,-7203362.929,-54.2375412,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_419.mp4,Absent,Present,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1048,1048,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_420,8/29/2016,9:23:20,18.22505154,-64.86287088,2063907.323,-7220501.758,-45.84867859,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_420.mp4,Absent,Absent,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1049,1049,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_421,8/26/2016,13:10:38,18.20266664,-65.07817705,2061284.01,-7244469.531,-43.71030808,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_421.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
1050,1050,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_422,8/25/2016,11:50:17,18.22991426,-65.13733022,2064477.235,-7251054.432,-32.89749527,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_422.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,"not a great video, camera was on its side, no placard"
1051,1051,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_423,9/16/2016,9:52:01,18.20402588,-64.8255836,2061443.291,-7216350.957,-53.89593124,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_423.mp4,Absent,Absent,Present,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
1052,1052,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_424,8/26/2016,11:59:49,18.20236872,-65.04211697,2061249.099,-7240455.341,-48.55367661,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_424.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1053,1053,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_425,9/17/2016,12:13:00,18.21798591,-64.74914171,2063079.257,-7207841.485,-52.10696411,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_425.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1054,1054,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_426,9/2/2016,11:37:25,18.28616291,-64.71526474,2071070.756,-7204070.317,-33.19607162,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_426.mp4,Absent,Absent,Present,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
1055,1055,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_427,9/12/2016,8:33:46,18.26550477,-64.70113758,2068648.941,-7202497.689,-47.50017929,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_427.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1056,1056,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_428,9/17/2016,14:23:14,18.23961477,-64.75217712,2065614.186,-7208179.385,-45.00001907,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_428.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1057,1057,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_429,8/20/2016,13:10:05,18.27720552,-65.11158939,2070020.62,-7248188.976,-27.89665031,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_429.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1058,1058,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_430,8/22/2016,11:13:03,18.20017997,-65.19891568,2060992.615,-7257910.094,-32.22559357,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_430.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
1059,1059,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_431,8/25/2016,11:08:19,18.22674406,-65.15316486,2064105.685,-7252817.136,-38.83385468,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_431.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1060,1060,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_432,8/27/2016,13:18:58,18.23947124,-65.00871603,2065597.363,-7236737.166,-40.18474579,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_432.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1061,1061,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_433,8/20/2016,12:09:02,18.26264291,-65.06850766,2068313.46,-7243393.139,-34.31853485,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_433.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1062,1062,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_434,8/27/2016,14:47:40,18.25394044,-65.02944532,2067293.346,-7239044.74,-35.75539398,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_434.mp4,Present,Absent,Present,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
1063,1063,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_435,8/21/2016,8:35:24,18.15174317,-65.19298062,2055317.483,-7257249.406,-37.23449707,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_435.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,Coral Bleaching
