Year,Married Filing Jointly (Rates/Brackets),,Married Filing Jointly ($),Married Filing Separately (Rates/Brackets),,Married Filing Separately ($),Single Filer (Rates/Brackets),,Single Filer ($),Head of Household (Rates/Brackets),,Head of Household ($),Notes:
1920,8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",
1920,9.00%,>,"$5,000 ",9.00%,>,"$5,000 ",9.00%,>,"$5,000 ",9.00%,>,"$5,000 ",
1920,10.00%,>,"$6,000 ",10.00%,>,"$6,000 ",10.00%,>,"$6,000 ",10.00%,>,"$6,000 ",
1920,11.00%,>,"$8,000 ",11.00%,>,"$8,000 ",11.00%,>,"$8,000 ",11.00%,>,"$8,000 ",
1920,12.00%,>,"$10,000 ",12.00%,>,"$10,000 ",12.00%,>,"$10,000 ",12.00%,>,"$10,000 ",
1920,13.00%,>,"$12,000 ",13.00%,>,"$12,000 ",13.00%,>,"$12,000 ",13.00%,>,"$12,000 ",
1920,14.00%,>,"$14,000 ",14.00%,>,"$14,000 ",14.00%,>,"$14,000 ",14.00%,>,"$14,000 ",
1920,15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",
1920,16.00%,>,"$18,000 ",16.00%,>,"$18,000 ",16.00%,>,"$18,000 ",16.00%,>,"$18,000 ",
1920,17.00%,>,"$20,000 ",17.00%,>,"$20,000 ",17.00%,>,"$20,000 ",17.00%,>,"$20,000 ",
1920,18.00%,>,"$22,000 ",18.00%,>,"$22,000 ",18.00%,>,"$22,000 ",18.00%,>,"$22,000 ",
1920,19.00%,>,"$24,000 ",19.00%,>,"$24,000 ",19.00%,>,"$24,000 ",19.00%,>,"$24,000 ",
1920,20.00%,>,"$26,000 ",20.00%,>,"$26,000 ",20.00%,>,"$26,000 ",20.00%,>,"$26,000 ",
1920,21.00%,>,"$28,000 ",21.00%,>,"$28,000 ",21.00%,>,"$28,000 ",21.00%,>,"$28,000 ",
1920,22.00%,>,"$30,000 ",22.00%,>,"$30,000 ",22.00%,>,"$30,000 ",22.00%,>,"$30,000 ",
1920,23.00%,>,"$32,000 ",23.00%,>,"$32,000 ",23.00%,>,"$32,000 ",23.00%,>,"$32,000 ",
1920,24.00%,>,"$34,000 ",24.00%,>,"$34,000 ",24.00%,>,"$34,000 ",24.00%,>,"$34,000 ",
1920,25.00%,>,"$36,000 ",25.00%,>,"$36,000 ",25.00%,>,"$36,000 ",25.00%,>,"$36,000 ",
1920,26.00%,>,"$38,000 ",26.00%,>,"$38,000 ",26.00%,>,"$38,000 ",26.00%,>,"$38,000 ",
1920,27.00%,>,"$40,000 ",27.00%,>,"$40,000 ",27.00%,>,"$40,000 ",27.00%,>,"$40,000 ",
1920,28.00%,>,"$42,000 ",28.00%,>,"$42,000 ",28.00%,>,"$42,000 ",28.00%,>,"$42,000 ",
1920,29.00%,>,"$44,000 ",29.00%,>,"$44,000 ",29.00%,>,"$44,000 ",29.00%,>,"$44,000 ",
1920,30.00%,>,"$46,000 ",30.00%,>,"$46,000 ",30.00%,>,"$46,000 ",30.00%,>,"$46,000 ",
1920,31.00%,>,"$48,000 ",31.00%,>,"$48,000 ",31.00%,>,"$48,000 ",31.00%,>,"$48,000 ",
1920,32.00%,>,"$50,000 ",32.00%,>,"$50,000 ",32.00%,>,"$50,000 ",32.00%,>,"$50,000 ",
1920,33.00%,>,"$52,000 ",33.00%,>,"$52,000 ",33.00%,>,"$52,000 ",33.00%,>,"$52,000 ",
1920,34.00%,>,"$54,000 ",34.00%,>,"$54,000 ",34.00%,>,"$54,000 ",34.00%,>,"$54,000 ",
1920,35.00%,>,"$56,000 ",35.00%,>,"$56,000 ",35.00%,>,"$56,000 ",35.00%,>,"$56,000 ",
1920,36.00%,>,"$58,000 ",36.00%,>,"$58,000 ",36.00%,>,"$58,000 ",36.00%,>,"$58,000 ",
1920,37.00%,>,"$60,000 ",37.00%,>,"$60,000 ",37.00%,>,"$60,000 ",37.00%,>,"$60,000 ",
1920,38.00%,>,"$62,000 ",38.00%,>,"$62,000 ",38.00%,>,"$62,000 ",38.00%,>,"$62,000 ",
1920,39.00%,>,"$64,000 ",39.00%,>,"$64,000 ",39.00%,>,"$64,000 ",39.00%,>,"$64,000 ",
1920,40.00%,>,"$66,000 ",40.00%,>,"$66,000 ",40.00%,>,"$66,000 ",40.00%,>,"$66,000 ",
1920,41.00%,>,"$68,000 ",41.00%,>,"$68,000 ",41.00%,>,"$68,000 ",41.00%,>,"$68,000 ",
1920,42.00%,>,"$70,000 ",42.00%,>,"$70,000 ",42.00%,>,"$70,000 ",42.00%,>,"$70,000 ",
1920,43.00%,>,"$72,000 ",43.00%,>,"$72,000 ",43.00%,>,"$72,000 ",43.00%,>,"$72,000 ",
1920,44.00%,>,"$74,000 ",44.00%,>,"$74,000 ",44.00%,>,"$74,000 ",44.00%,>,"$74,000 ",
1920,45.00%,>,"$76,000 ",45.00%,>,"$76,000 ",45.00%,>,"$76,000 ",45.00%,>,"$76,000 ",
1920,46.00%,>,"$78,000 ",46.00%,>,"$78,000 ",46.00%,>,"$78,000 ",46.00%,>,"$78,000 ",
1920,47.00%,>,"$80,000 ",47.00%,>,"$80,000 ",47.00%,>,"$80,000 ",47.00%,>,"$80,000 ",
1920,48.00%,>,"$82,000 ",48.00%,>,"$82,000 ",48.00%,>,"$82,000 ",48.00%,>,"$82,000 ",
1920,49.00%,>,"$84,000 ",49.00%,>,"$84,000 ",49.00%,>,"$84,000 ",49.00%,>,"$84,000 ",
1920,50.00%,>,"$86,000 ",50.00%,>,"$86,000 ",50.00%,>,"$86,000 ",50.00%,>,"$86,000 ",
1920,51.00%,>,"$88,000 ",51.00%,>,"$88,000 ",51.00%,>,"$88,000 ",51.00%,>,"$88,000 ",
1920,52.00%,>,"$90,000 ",52.00%,>,"$90,000 ",52.00%,>,"$90,000 ",52.00%,>,"$90,000 ",
1920,53.00%,>,"$92,000 ",53.00%,>,"$92,000 ",53.00%,>,"$92,000 ",53.00%,>,"$92,000 ",
1920,54.00%,>,"$94,000 ",54.00%,>,"$94,000 ",54.00%,>,"$94,000 ",54.00%,>,"$94,000 ",
1920,55.00%,>,"$96,000 ",55.00%,>,"$96,000 ",55.00%,>,"$96,000 ",55.00%,>,"$96,000 ",
1920,56.00%,>,"$98,000 ",56.00%,>,"$98,000 ",56.00%,>,"$98,000 ",56.00%,>,"$98,000 ",
1920,60.00%,>,"$100,000 ",60.00%,>,"$100,000 ",60.00%,>,"$100,000 ",60.00%,>,"$100,000 ",
1920,64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",
1920,68.00%,>,"$200,000 ",68.00%,>,"$200,000 ",68.00%,>,"$200,000 ",68.00%,>,"$200,000 ",
1920,71.00%,>,"$300,000 ",71.00%,>,"$300,000 ",71.00%,>,"$300,000 ",71.00%,>,"$300,000 ",
1920,72.00%,>,"$500,000 ",72.00%,>,"$500,000 ",72.00%,>,"$500,000 ",72.00%,>,"$500,000 ",
1920,73.00%,>,"$1,000,000 ",73.00%,>,"$1,000,000 ",73.00%,>,"$1,000,000 ",73.00%,>,"$1,000,000 ",
,,,,,,,,,,,,,
1919,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,Last law to change rates was the Revenue Act of 1918.
1919,8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",
1919,9.00%,>,"$5,000 ",9.00%,>,"$5,000 ",9.00%,>,"$5,000 ",9.00%,>,"$5,000 ",
1919,10.00%,>,"$6,000 ",10.00%,>,"$6,000 ",10.00%,>,"$6,000 ",10.00%,>,"$6,000 ",
1919,11.00%,>,"$8,000 ",11.00%,>,"$8,000 ",11.00%,>,"$8,000 ",11.00%,>,"$8,000 ",
1919,12.00%,>,"$10,000 ",12.00%,>,"$10,000 ",12.00%,>,"$10,000 ",12.00%,>,"$10,000 ",
1919,13.00%,>,"$12,000 ",13.00%,>,"$12,000 ",13.00%,>,"$12,000 ",13.00%,>,"$12,000 ",
1919,14.00%,>,"$14,000 ",14.00%,>,"$14,000 ",14.00%,>,"$14,000 ",14.00%,>,"$14,000 ",
1919,15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",
1919,16.00%,>,"$18,000 ",16.00%,>,"$18,000 ",16.00%,>,"$18,000 ",16.00%,>,"$18,000 ",
1919,17.00%,>,"$20,000 ",17.00%,>,"$20,000 ",17.00%,>,"$20,000 ",17.00%,>,"$20,000 ",
1919,18.00%,>,"$22,000 ",18.00%,>,"$22,000 ",18.00%,>,"$22,000 ",18.00%,>,"$22,000 ",
1919,19.00%,>,"$24,000 ",19.00%,>,"$24,000 ",19.00%,>,"$24,000 ",19.00%,>,"$24,000 ",
1919,20.00%,>,"$26,000 ",20.00%,>,"$26,000 ",20.00%,>,"$26,000 ",20.00%,>,"$26,000 ",
1919,21.00%,>,"$28,000 ",21.00%,>,"$28,000 ",21.00%,>,"$28,000 ",21.00%,>,"$28,000 ",
1919,22.00%,>,"$30,000 ",22.00%,>,"$30,000 ",22.00%,>,"$30,000 ",22.00%,>,"$30,000 ",
1919,23.00%,>,"$32,000 ",23.00%,>,"$32,000 ",23.00%,>,"$32,000 ",23.00%,>,"$32,000 ",
1919,24.00%,>,"$34,000 ",24.00%,>,"$34,000 ",24.00%,>,"$34,000 ",24.00%,>,"$34,000 ",
1919,25.00%,>,"$36,000 ",25.00%,>,"$36,000 ",25.00%,>,"$36,000 ",25.00%,>,"$36,000 ",
1919,26.00%,>,"$38,000 ",26.00%,>,"$38,000 ",26.00%,>,"$38,000 ",26.00%,>,"$38,000 ",
1919,27.00%,>,"$40,000 ",27.00%,>,"$40,000 ",27.00%,>,"$40,000 ",27.00%,>,"$40,000 ",
1919,28.00%,>,"$42,000 ",28.00%,>,"$42,000 ",28.00%,>,"$42,000 ",28.00%,>,"$42,000 ",
1919,29.00%,>,"$44,000 ",29.00%,>,"$44,000 ",29.00%,>,"$44,000 ",29.00%,>,"$44,000 ",
1919,30.00%,>,"$46,000 ",30.00%,>,"$46,000 ",30.00%,>,"$46,000 ",30.00%,>,"$46,000 ",
1919,31.00%,>,"$48,000 ",31.00%,>,"$48,000 ",31.00%,>,"$48,000 ",31.00%,>,"$48,000 ",
1919,32.00%,>,"$50,000 ",32.00%,>,"$50,000 ",32.00%,>,"$50,000 ",32.00%,>,"$50,000 ",
1919,33.00%,>,"$52,000 ",33.00%,>,"$52,000 ",33.00%,>,"$52,000 ",33.00%,>,"$52,000 ",
1919,34.00%,>,"$54,000 ",34.00%,>,"$54,000 ",34.00%,>,"$54,000 ",34.00%,>,"$54,000 ",
1919,35.00%,>,"$56,000 ",35.00%,>,"$56,000 ",35.00%,>,"$56,000 ",35.00%,>,"$56,000 ",
1919,36.00%,>,"$58,000 ",36.00%,>,"$58,000 ",36.00%,>,"$58,000 ",36.00%,>,"$58,000 ",
1919,37.00%,>,"$60,000 ",37.00%,>,"$60,000 ",37.00%,>,"$60,000 ",37.00%,>,"$60,000 ",
1919,38.00%,>,"$62,000 ",38.00%,>,"$62,000 ",38.00%,>,"$62,000 ",38.00%,>,"$62,000 ",
1919,39.00%,>,"$64,000 ",39.00%,>,"$64,000 ",39.00%,>,"$64,000 ",39.00%,>,"$64,000 ",
1919,40.00%,>,"$66,000 ",40.00%,>,"$66,000 ",40.00%,>,"$66,000 ",40.00%,>,"$66,000 ",
1919,41.00%,>,"$68,000 ",41.00%,>,"$68,000 ",41.00%,>,"$68,000 ",41.00%,>,"$68,000 ",
1919,42.00%,>,"$70,000 ",42.00%,>,"$70,000 ",42.00%,>,"$70,000 ",42.00%,>,"$70,000 ",
1919,43.00%,>,"$72,000 ",43.00%,>,"$72,000 ",43.00%,>,"$72,000 ",43.00%,>,"$72,000 ",
1919,44.00%,>,"$74,000 ",44.00%,>,"$74,000 ",44.00%,>,"$74,000 ",44.00%,>,"$74,000 ",
1919,45.00%,>,"$76,000 ",45.00%,>,"$76,000 ",45.00%,>,"$76,000 ",45.00%,>,"$76,000 ",
1919,46.00%,>,"$78,000 ",46.00%,>,"$78,000 ",46.00%,>,"$78,000 ",46.00%,>,"$78,000 ",
1919,47.00%,>,"$80,000 ",47.00%,>,"$80,000 ",47.00%,>,"$80,000 ",47.00%,>,"$80,000 ",
1919,48.00%,>,"$82,000 ",48.00%,>,"$82,000 ",48.00%,>,"$82,000 ",48.00%,>,"$82,000 ",
1919,49.00%,>,"$84,000 ",49.00%,>,"$84,000 ",49.00%,>,"$84,000 ",49.00%,>,"$84,000 ",
1919,50.00%,>,"$86,000 ",50.00%,>,"$86,000 ",50.00%,>,"$86,000 ",50.00%,>,"$86,000 ",
1919,51.00%,>,"$88,000 ",51.00%,>,"$88,000 ",51.00%,>,"$88,000 ",51.00%,>,"$88,000 ",
1919,52.00%,>,"$90,000 ",52.00%,>,"$90,000 ",52.00%,>,"$90,000 ",52.00%,>,"$90,000 ",
1919,53.00%,>,"$92,000 ",53.00%,>,"$92,000 ",53.00%,>,"$92,000 ",53.00%,>,"$92,000 ",
1919,54.00%,>,"$94,000 ",54.00%,>,"$94,000 ",54.00%,>,"$94,000 ",54.00%,>,"$94,000 ",
1919,55.00%,>,"$96,000 ",55.00%,>,"$96,000 ",55.00%,>,"$96,000 ",55.00%,>,"$96,000 ",
1919,56.00%,>,"$98,000 ",56.00%,>,"$98,000 ",56.00%,>,"$98,000 ",56.00%,>,"$98,000 ",
1919,60.00%,>,"$100,000 ",60.00%,>,"$100,000 ",60.00%,>,"$100,000 ",60.00%,>,"$100,000 ",
1919,64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",
1919,68.00%,>,"$200,000 ",68.00%,>,"$200,000 ",68.00%,>,"$200,000 ",68.00%,>,"$200,000 ",
1919,71.00%,>,"$300,000 ",71.00%,>,"$300,000 ",71.00%,>,"$300,000 ",71.00%,>,"$300,000 ",
1919,72.00%,>,"$500,000 ",72.00%,>,"$500,000 ",72.00%,>,"$500,000 ",72.00%,>,"$500,000 ",
1919,73.00%,>,"$1,000,000 ",73.00%,>,"$1,000,000 ",73.00%,>,"$1,000,000 ",73.00%,>,"$1,000,000 ",
,,,,,,,,,,,,,
1918,6.00%,>,$0 ,6.00%,>,$0 ,6.00%,>,$0 ,6.00%,>,$0 ,"Tax rates include normal taxes of 6 percent (first $4,000 of taxable income) and 12 percent (all taxable income over $4,000) plus applicable surtaxes. Last law to change rates was the Revenue Act of 1918."
1918,12.00%,>,"$4,000 ",12.00%,>,"$4,000 ",12.00%,>,"$4,000 ",12.00%,>,"$4,000 ",
1918,13.00%,>,"$5,000 ",13.00%,>,"$5,000 ",13.00%,>,"$5,000 ",13.00%,>,"$5,000 ",
1918,14.00%,>,"$6,000 ",14.00%,>,"$6,000 ",14.00%,>,"$6,000 ",14.00%,>,"$6,000 ",
1918,15.00%,>,"$8,000 ",15.00%,>,"$8,000 ",15.00%,>,"$8,000 ",15.00%,>,"$8,000 ",
1918,16.00%,>,"$10,000 ",16.00%,>,"$10,000 ",16.00%,>,"$10,000 ",16.00%,>,"$10,000 ",
1918,17.00%,>,"$12,000 ",17.00%,>,"$12,000 ",17.00%,>,"$12,000 ",17.00%,>,"$12,000 ",
1918,18.00%,>,"$14,000 ",18.00%,>,"$14,000 ",18.00%,>,"$14,000 ",18.00%,>,"$14,000 ",
1918,19.00%,>,"$16,000 ",19.00%,>,"$16,000 ",19.00%,>,"$16,000 ",19.00%,>,"$16,000 ",
1918,20.00%,>,"$18,000 ",20.00%,>,"$18,000 ",20.00%,>,"$18,000 ",20.00%,>,"$18,000 ",
1918,21.00%,>,"$20,000 ",21.00%,>,"$20,000 ",21.00%,>,"$20,000 ",21.00%,>,"$20,000 ",
1918,22.00%,>,"$22,000 ",22.00%,>,"$22,000 ",22.00%,>,"$22,000 ",22.00%,>,"$22,000 ",
1918,23.00%,>,"$24,000 ",23.00%,>,"$24,000 ",23.00%,>,"$24,000 ",23.00%,>,"$24,000 ",
1918,24.00%,>,"$26,000 ",24.00%,>,"$26,000 ",24.00%,>,"$26,000 ",24.00%,>,"$26,000 ",
1918,25.00%,>,"$28,000 ",25.00%,>,"$28,000 ",25.00%,>,"$28,000 ",25.00%,>,"$28,000 ",
1918,26.00%,>,"$30,000 ",26.00%,>,"$30,000 ",26.00%,>,"$30,000 ",26.00%,>,"$30,000 ",
1918,27.00%,>,"$32,000 ",27.00%,>,"$32,000 ",27.00%,>,"$32,000 ",27.00%,>,"$32,000 ",
1918,28.00%,>,"$34,000 ",28.00%,>,"$34,000 ",28.00%,>,"$34,000 ",28.00%,>,"$34,000 ",
1918,29.00%,>,"$36,000 ",29.00%,>,"$36,000 ",29.00%,>,"$36,000 ",29.00%,>,"$36,000 ",
1918,30.00%,>,"$38,000 ",30.00%,>,"$38,000 ",30.00%,>,"$38,000 ",30.00%,>,"$38,000 ",
1918,31.00%,>,"$40,000 ",31.00%,>,"$40,000 ",31.00%,>,"$40,000 ",31.00%,>,"$40,000 ",
1918,32.00%,>,"$42,000 ",32.00%,>,"$42,000 ",32.00%,>,"$42,000 ",32.00%,>,"$42,000 ",
1918,33.00%,>,"$44,000 ",33.00%,>,"$44,000 ",33.00%,>,"$44,000 ",33.00%,>,"$44,000 ",
1918,34.00%,>,"$46,000 ",34.00%,>,"$46,000 ",34.00%,>,"$46,000 ",34.00%,>,"$46,000 ",
1918,35.00%,>,"$48,000 ",35.00%,>,"$48,000 ",35.00%,>,"$48,000 ",35.00%,>,"$48,000 ",
1918,36.00%,>,"$50,000 ",36.00%,>,"$50,000 ",36.00%,>,"$50,000 ",36.00%,>,"$50,000 ",
1918,37.00%,>,"$52,000 ",37.00%,>,"$52,000 ",37.00%,>,"$52,000 ",37.00%,>,"$52,000 ",
1918,38.00%,>,"$54,000 ",38.00%,>,"$54,000 ",38.00%,>,"$54,000 ",38.00%,>,"$54,000 ",
1918,39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",
1918,40.00%,>,"$58,000 ",40.00%,>,"$58,000 ",40.00%,>,"$58,000 ",40.00%,>,"$58,000 ",
1918,41.00%,>,"$60,000 ",41.00%,>,"$60,000 ",41.00%,>,"$60,000 ",41.00%,>,"$60,000 ",
1918,42.00%,>,"$62,000 ",42.00%,>,"$62,000 ",42.00%,>,"$62,000 ",42.00%,>,"$62,000 ",
1918,43.00%,>,"$64,000 ",43.00%,>,"$64,000 ",43.00%,>,"$64,000 ",43.00%,>,"$64,000 ",
1918,44.00%,>,"$66,000 ",44.00%,>,"$66,000 ",44.00%,>,"$66,000 ",44.00%,>,"$66,000 ",
1918,45.00%,>,"$68,000 ",45.00%,>,"$68,000 ",45.00%,>,"$68,000 ",45.00%,>,"$68,000 ",
1918,46.00%,>,"$70,000 ",46.00%,>,"$70,000 ",46.00%,>,"$70,000 ",46.00%,>,"$70,000 ",
1918,47.00%,>,"$72,000 ",47.00%,>,"$72,000 ",47.00%,>,"$72,000 ",47.00%,>,"$72,000 ",
1918,48.00%,>,"$74,000 ",48.00%,>,"$74,000 ",48.00%,>,"$74,000 ",48.00%,>,"$74,000 ",
1918,49.00%,>,"$76,000 ",49.00%,>,"$76,000 ",49.00%,>,"$76,000 ",49.00%,>,"$76,000 ",
1918,50.00%,>,"$78,000 ",50.00%,>,"$78,000 ",50.00%,>,"$78,000 ",50.00%,>,"$78,000 ",
1918,51.00%,>,"$80,000 ",51.00%,>,"$80,000 ",51.00%,>,"$80,000 ",51.00%,>,"$80,000 ",
1918,52.00%,>,"$82,000 ",52.00%,>,"$82,000 ",52.00%,>,"$82,000 ",52.00%,>,"$82,000 ",
1918,53.00%,>,"$84,000 ",53.00%,>,"$84,000 ",53.00%,>,"$84,000 ",53.00%,>,"$84,000 ",
1918,54.00%,>,"$86,000 ",54.00%,>,"$86,000 ",54.00%,>,"$86,000 ",54.00%,>,"$86,000 ",
1918,55.00%,>,"$88,000 ",55.00%,>,"$88,000 ",55.00%,>,"$88,000 ",55.00%,>,"$88,000 ",
1918,56.00%,>,"$90,000 ",56.00%,>,"$90,000 ",56.00%,>,"$90,000 ",56.00%,>,"$90,000 ",
1918,57.00%,>,"$92,000 ",57.00%,>,"$92,000 ",57.00%,>,"$92,000 ",57.00%,>,"$92,000 ",
1918,58.00%,>,"$94,000 ",58.00%,>,"$94,000 ",58.00%,>,"$94,000 ",58.00%,>,"$94,000 ",
1918,59.00%,>,"$96,000 ",59.00%,>,"$96,000 ",59.00%,>,"$96,000 ",59.00%,>,"$96,000 ",
1918,60.00%,>,"$98,000 ",60.00%,>,"$98,000 ",60.00%,>,"$98,000 ",60.00%,>,"$98,000 ",
1918,64.00%,>,"$100,000 ",64.00%,>,"$100,000 ",64.00%,>,"$100,000 ",64.00%,>,"$100,000 ",
1918,68.00%,>,"$150,000 ",68.00%,>,"$150,000 ",68.00%,>,"$150,000 ",68.00%,>,"$150,000 ",
1918,72.00%,>,"$200,000 ",72.00%,>,"$200,000 ",72.00%,>,"$200,000 ",72.00%,>,"$200,000 ",
1918,75.00%,>,"$300,000 ",75.00%,>,"$300,000 ",75.00%,>,"$300,000 ",75.00%,>,"$300,000 ",
1918,76.00%,>,"$500,000 ",76.00%,>,"$500,000 ",76.00%,>,"$500,000 ",76.00%,>,"$500,000 ",
1918,77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",
,,,,,,,,,,,,,
1917,2.00%,>,$0 ,2.00%,>,$0 ,2.00%,>,$0 ,2.00%,>,$0 ,"Tax rates include normal taxes of 2 percent (first $2,000 of taxable income) and 4 percent (all taxable income over $2,000) plus applicable surtaxes. Last law to change rates was the Revenue Act of 1917."
1917,4.00%,>,"$2,000 ",4.00%,>,"$2,000 ",4.00%,>,"$2,000 ",4.00%,>,"$2,000 ",
1917,5.00%,>,"$5,000 ",5.00%,>,"$5,000 ",5.00%,>,"$5,000 ",5.00%,>,"$5,000 ",
1917,6.00%,>,"$7,500 ",6.00%,>,"$7,500 ",6.00%,>,"$7,500 ",6.00%,>,"$7,500 ",
1917,7.00%,>,"$10,000 ",7.00%,>,"$10,000 ",7.00%,>,"$10,000 ",7.00%,>,"$10,000 ",
1917,8.00%,>,"$12,500 ",8.00%,>,"$12,500 ",8.00%,>,"$12,500 ",8.00%,>,"$12,500 ",
1917,9.00%,>,"$15,000 ",9.00%,>,"$15,000 ",9.00%,>,"$15,000 ",9.00%,>,"$15,000 ",
1917,12.00%,>,"$20,000 ",12.00%,>,"$20,000 ",12.00%,>,"$20,000 ",12.00%,>,"$20,000 ",
1917,16.00%,>,"$40,000 ",16.00%,>,"$40,000 ",16.00%,>,"$40,000 ",16.00%,>,"$40,000 ",
1917,21.00%,>,"$60,000 ",21.00%,>,"$60,000 ",21.00%,>,"$60,000 ",21.00%,>,"$60,000 ",
1917,26.00%,>,"$80,000 ",26.00%,>,"$80,000 ",26.00%,>,"$80,000 ",26.00%,>,"$80,000 ",
1917,31.00%,>,"$100,000 ",31.00%,>,"$100,000 ",31.00%,>,"$100,000 ",31.00%,>,"$100,000 ",
1917,35.00%,>,"$150,000 ",35.00%,>,"$150,000 ",35.00%,>,"$150,000 ",35.00%,>,"$150,000 ",
1917,41.00%,>,"$200,000 ",41.00%,>,"$200,000 ",41.00%,>,"$200,000 ",41.00%,>,"$200,000 ",
1917,46.00%,>,"$250,000 ",46.00%,>,"$250,000 ",46.00%,>,"$250,000 ",46.00%,>,"$250,000 ",
1917,50.00%,>,"$300,000 ",50.00%,>,"$300,000 ",50.00%,>,"$300,000 ",50.00%,>,"$300,000 ",
1917,54.00%,>,"$500,000 ",54.00%,>,"$500,000 ",54.00%,>,"$500,000 ",54.00%,>,"$500,000 ",
1917,59.00%,>,"$750,000 ",59.00%,>,"$750,000 ",59.00%,>,"$750,000 ",59.00%,>,"$750,000 ",
1917,65.00%,>,"$1,000,000 ",65.00%,>,"$1,000,000 ",65.00%,>,"$1,000,000 ",65.00%,>,"$1,000,000 ",
1917,66.00%,>,"$1,500,000 ",66.00%,>,"$1,500,000 ",66.00%,>,"$1,500,000 ",66.00%,>,"$1,500,000 ",
1917,67.00%,>,"$2,000,000 ",67.00%,,"$2,000,000 ",67.00%,,"$2,000,000 ",67.00%,,"$2,000,000 ",
,,,,,,,,,,,,,
1916,2.00%,>,$0 ,2.00%,>,$0 ,2.00%,>,$0 ,2.00%,>,$0 ,Tax rates include normal tax of 2 percent plus applicable surtaxes. Last law to change rates was the Revenue Act of 1916.
1916,3.00%,>,"$20,000 ",3.00%,>,"$20,000 ",3.00%,>,"$20,000 ",3.00%,>,"$20,000 ",
1916,4.00%,>,"$40,000 ",4.00%,>,"$40,000 ",4.00%,>,"$40,000 ",4.00%,>,"$40,000 ",
1916,5.00%,>,"$60,000 ",5.00%,>,"$60,000 ",5.00%,>,"$60,000 ",5.00%,>,"$60,000 ",
1916,6.00%,>,"$80,000 ",6.00%,>,"$80,000 ",6.00%,>,"$80,000 ",6.00%,>,"$80,000 ",
1916,7.00%,>,"$100,000 ",7.00%,>,"$100,000 ",7.00%,>,"$100,000 ",7.00%,>,"$100,000 ",
1916,8.00%,>,"$150,000 ",8.00%,>,"$150,000 ",8.00%,>,"$150,000 ",8.00%,>,"$150,000 ",
1916,9.00%,>,"$200,000 ",9.00%,>,"$200,000 ",9.00%,>,"$200,000 ",9.00%,>,"$200,000 ",
1916,10.00%,>,"$250,000 ",10.00%,>,"$250,000 ",10.00%,>,"$250,000 ",10.00%,>,"$250,000 ",
1916,11.00%,>,"$300,000 ",11.00%,>,"$300,000 ",11.00%,>,"$300,000 ",11.00%,>,"$300,000 ",
1916,12.00%,>,"$500,000 ",12.00%,>,"$500,000 ",12.00%,>,"$500,000 ",12.00%,>,"$500,000 ",
1916,13.00%,>,"$1,000,000 ",13.00%,>,"$1,000,000 ",13.00%,>,"$1,000,000 ",13.00%,>,"$1,000,000 ",
1916,14.00%,>,"$1,500,000 ",14.00%,>,"$1,500,000 ",14.00%,>,"$1,500,000 ",14.00%,>,"$1,500,000 ",
1916,15.00%,>,"$2,000,000 ",15.00%,>,"$2,000,000 ",15.00%,>,"$2,000,000 ",15.00%,>,"$2,000,000 ",
,,,,,,,,,,,,,
1915,1.00%,>,$0 ,1.00%,>,$0 ,1.00%,>,$0 ,1.00%,>,$0 ,"Tax rates include normal tax of 1 percent plus applicable surtaxes. Last law to change rates was the Tariff Act of October 3, 1913."
1915,2.00%,>,"$20,000 ",2.00%,>,"$20,000 ",2.00%,>,"$20,000 ",2.00%,>,"$20,000 ",
1915,3.00%,>,"$50,000 ",3.00%,>,"$50,000 ",3.00%,>,"$50,000 ",3.00%,>,"$50,000 ",
1915,4.00%,>,"$75,000 ",4.00%,>,"$75,000 ",4.00%,>,"$75,000 ",4.00%,>,"$75,000 ",
1915,5.00%,>,"$100,000 ",5.00%,>,"$100,000 ",5.00%,>,"$100,000 ",5.00%,>,"$100,000 ",
1915,6.00%,>,"$250,000 ",6.00%,>,"$250,000 ",6.00%,>,"$250,000 ",6.00%,>,"$250,000 ",
1915,7.00%,>,"$500,000 ",7.00%,>,"$500,000 ",7.00%,>,"$500,000 ",7.00%,>,"$500,000 ",
,,,,,,,,,,,,,
1914,1.00%,>,$0 ,1.00%,>,$0 ,1.00%,>,$0 ,1.00%,>,$0 ,"Tax rates include normal tax of 1 percent plus applicable surtaxes. Last law to change rates was the Tariff Act of October 3, 1913."
